132441979.1310014,8429610.236731129,7890557536.79597
132744842.44577928,8453763.445355203,7890587690.547681
137890671.19592023,8610019.503045002,7890672211.771849
140325362.63074818,8705599.273574164,7890749931.036121
140578232.93980685,8739206.475576745,7890797142.347248
141064585.88132864,8769739.548790855,7890829571.311173
146989938.79657105,8895245.748881284,7890837063.465163
141543309.76329604,8809131.633090628,7890877008.249847
141438161.24907285,8819324.293925019,7890895953.750998
141610798.26596335,8825270.746933943,7890899893.200828
142623164.7426631,8869025.777202908,7890936129.660191
143678336.6220244,8943951.576201502,7891021163.639575
143775517.72539854,8940347.627427291,7891011769.485667
159979447.23356938,9302503.423565952,7891062775.932379
161668745.6104782,9377489.133111117,7891123248.320217
143955907.36482227,9066907.087853638,7891201030.288293
152775596.11998448,9195039.53957323,7891124295.7431345
150099685.32180667,9142667.660722338,7891128220.467463
148622318.99972597,9132534.079300363,7891159743.335538
155985263.49899247,9277316.411934573,7891151398.362147
145274222.69771057,9225503.777968328,7891404255.304993
145538317.49940822,9141858.565074092,7891269155.674671
145384098.4556133,9285729.580273803,7891491039.975165
145597794.8037663,9222146.508174492,7891389734.207152
145844541.4528836,9164786.141312722,7891294641.216663
145452692.23082462,9334602.131436711,7891562401.296076
147246263.8309567,9188643.077494238,7891288436.421132
145799542.53702748,9228993.882180449,7891394168.302997
145542645.61294284,9333274.514481109,7891559407.370113
147177384.51976824,9235103.63011538,7891361587.4085245
147065410.90499425,9239091.204688892,7891372003.047806
145735645.08084396,9287408.167842591,7891481824.832631
147383674.07739222,9234916.065816427,7891354400.679447
146350907.23758826,9250224.157685261,7891408559.323963
147656188.84041873,9253778.95675155,7891376261.28384
146104016.38750258,9297348.177126942,7891488187.801065
146639825.21501696,9264383.977601044,7891422101.640674
146393759.8387919,9274611.719442083,7891436356.667423
146036720.68724492,9339120.674256667,7891554525.339192
148633358.63186893,9275480.35134824,7891379002.762454
