83067650.58041047,7496385.6441068575,6561345640.908141
96699749.73056658,7744508.465047743,6561329402.465093
114199521.80946766,7161566.005832834,6559988523.835507
116528339.55912268,7204074.443946575,6559978622.814615
116036650.5014757,7237462.976112991,6560053650.519374
116700029.25469814,7209538.0437729545,6559981816.453262
118934769.06616479,7292077.6576861655,6560044899.201498
118587157.56438237,7366117.393623508,6560176529.535524
122643601.59911582,7418378.897650164,6560127767.504032
122510105.66443653,7416087.278416105,6560128495.050256
119327616.05281274,7367777.24205027,6560155370.006026
119633149.5061314,7458023.297548905,6560286497.363839
121112513.36196376,7501551.354465256,6560308051.065316
120729802.3576951,7506932.520426886,6560328349.706196
120942699.30501953,7561581.184578827,6560406267.380548
121002747.46187182,7566696.026236653,6560412758.11751
121112062.85114191,7567598.129919432,6560410437.334094
121685577.6773494,7539480.734426878,6560349662.229782
122376735.82225049,7589183.58442629,6560404886.581654
123344741.4770553,7580483.427737524,6560361012.25459
126535586.10992937,7646377.529927552,6560363509.697855
125613444.49533437,7629528.536192273,6560366785.32865
121265603.00386381,7598604.935326338,6560452657.903708
125810975.90232666,7641251.944259259,6560379490.178973
121285071.29155855,7652454.223572058,6560535121.597741
121359292.96513848,7748033.004324913,6560677546.499873
121665566.61494781,7741347.7918320745,6560658328.7664795
122335954.7238305,7622261.866652548,6560455470.412079
121650580.09888269,7761005.461777819,6560688974.715748
121684215.5545039,7745849.73786366,6560665062.602693
121851237.4327602,7686542.724467559,6560570279.342871
122154466.3412203,7748580.197155415,6560655952.727555
121841315.36628993,7752109.884396597,6560670113.319949
122534820.14950004,7694361.822060942,6560555273.558525
124975591.83147322,7707459.972239751,6560504479.105918
122232731.7950354,7753415.716097422,6560661229.138226
122232731.7950354,7753415.716097422,6560661229.138226
122530233.3334985,7746597.9107367005,6560642119.287587
126675438.05587737,7710581.461007737,6560457541.997379
122136467.76457201,7782932.586314476,6560706500.579274
