143567422.68841985,9142447.979149858,8556472142.4667
145027221.1400646,9211470.056346966,8556538805.214288
149492635.7699547,9360427.430232853,8556636217.387646
150371277.4047524,9370703.834278004,8556622354.948094
152436323.65746242,9519841.391982509,8556795131.80067
153145522.24094707,9438888.738923145,8556640138.470733
159917880.0538513,9643056.58559809,8556746722.401135
154913858.9485614,9567200.435660083,8556791979.936155
159396536.9403155,9730335.978136381,8556906302.022283
166051380.8336427,9842035.557342505,8556865805.76224
155212407.08369446,9701964.943686228,8556992230.624597
155222958.30174968,9708381.628276564,8557002495.456222
155306705.53627512,9726970.147414085,8557028695.42836
155750801.5492841,9730631.87119524,8557021442.909505
155920406.90813562,9731381.667595414,8557016732.611381
156180159.1826165,9733861.594685875,8557011980.527792
159470172.7830159,9808394.316382391,8557025048.55824
159264986.83804172,9814740.031154722,8557040895.583971
156897684.43919396,9774507.987312233,8557053052.576979
156988741.77257547,9837788.456679791,8557147510.360993
157159098.87422356,10121780.537960483,8557574627.478192
157163224.6004696,10121046.484215222,8557573293.84621
157372852.17784953,9864631.966633622,8557177090.021559
164375858.0793783,9934463.366195034,8557068115.996308
157429226.04772317,9921326.231026918,8557263102.603564
157822849.94920355,9881880.575143695,8557190252.660211
161379807.1698794,9914929.785732726,8557131385.009711
163494440.8217945,9957967.772018645,8557132650.630443
158597774.39089522,9919617.774371706,8557224422.544834
157468705.8651912,9956133.31249617,8557315283.55852
158217120.89927402,9913852.36038041,8557227764.167015
158343788.55974168,9917477.685456742,8557229449.922452
157779413.3515277,10150354.520595143,8557600655.828752
157913078.9545309,9988806.432363179,8557352059.654237
157971910.29526526,10087334.24772533,8557497389.864674
158197065.4738297,10063827.613016255,8557455356.956883
162497229.70964104,9993117.73616786,8557217461.527982
158151687.38422236,10111748.87324751,8557529223.839659
158238831.96422333,10096078.390455335,8557502910.993075
158370851.86629063,10090607.522994122,8557489159.178636
