124729876.56196575,10733481.01740313,9224780957.755537
155560078.02619234,9898978.780433217,9222701890.165203
161626809.69020748,11395256.458120732,9224726348.037624
162186604.81883454,10061876.149778426,9222744864.738983
167068061.47236618,10240087.804029742,9222877827.749462
163237220.85613608,10182615.137844514,9222911844.256556
163575365.8155725,10171280.221209627,9222882936.454498
163246454.29495707,10188533.750619859,9222921387.570759
164079248.0107692,10184276.043352542,9222887224.652477
165347357.84056222,10214301.42814763,9222893647.245838
165033405.07240605,10276444.988144746,9223002796.480242
165223363.67608204,10294809.65328016,9223026897.079708
165517660.50104553,10270987.614475876,9222980372.647997
171165738.25781828,10371657.064170638,9222951413.064085
171179291.53559425,10382925.372662019,9222974416.718264
165874685.65208095,10336847.716707284,9223071074.933691
177791172.07410446,10549618.176915782,9223021796.277243
166967375.9408106,10431657.240997339,9223184266.562008
170283796.4377972,10440044.83909457,9223094688.058989
171492263.8287733,10425061.685438763,9223031915.847557
171361741.952927,10427023.787871031,9223039558.40632
167721548.2923793,10554168.344972393,9223350745.311298
168448220.80585313,10510721.910166433,9223261242.269949
168557097.7353951,10488954.254564665,9223224826.08911
167737253.56519288,10500760.682914095,9223267222.331991
171523410.58084026,10432456.819597496,9223043053.529755
168412718.36983135,10523775.883706866,9223282331.293863
167903027.72126392,10557600.51463009,9223350246.340384
168035912.88829657,10534440.888477033,9223311034.41061
167919979.9380008,10558090.984057145,9223350479.577744
174663648.7499715,10539237.182853105,9223108240.332575
172606298.81826866,10499970.603925569,9223114905.52882
175672312.40549827,10591988.755154476,9223159784.724558
183067858.82741255,10808610.113327283,9223265191.597073
169003943.0277972,10592033.243670728,9223369747.623056
173746177.4548276,10622758.748777334,9223269958.68672
170234685.67565775,10644801.165638644,9223413175.220442
169629307.60819668,10661639.298802122,9223457929.751108
169668477.92518574,10923764.387244534,9223854454.498392
169760836.58223468,10837364.399940342,9223718026.37031
