104772935.4558286,7862521.174211215,6561272668.199678
104772935.4558286,7862521.174211215,6561272668.199678
104772935.4558286,7862521.174211215,6561272668.199678
104772935.4558286,7862521.174211215,6561272668.199678
104741395.81421706,7861211.129425304,6561271610.746978
100718700.03330165,7790736.058450189,6561280656.590777
96933940.42071457,7731603.817492352,6561297243.371739
82130233.74312721,7464206.601538751,6561321126.394241
78046860.72418311,7405377.15869737,6561346580.62599
48492687.52111991,6882466.605633711,6561404912.662639
43365770.76873097,6770743.604099023,6561386485.840753
43364182.64663327,6770644.261275017,6561386384.153853
38395873.51809254,6686623.698577176,6561400675.104636
38395873.51809254,6686623.698577176,6561400675.104636
38390113.87813063,6685345.033015748,6561399088.523864
38345977.68889119,6676934.008912362,6561388999.015686
38342010.631726414,6675908.346912985,6561387687.66394
38342010.631726414,6675908.346912985,6561387687.66394
38340778.17084628,6675648.275070174,6561387375.701086
38340586.84578389,6675633.478345107,6561387359.296381
38340586.84578389,6675633.478345107,6561387359.296381
38340586.84578389,6675633.478345107,6561387359.296381
38340586.84578389,6675633.478345107,6561387359.296381
38340586.84578389,6675633.478345107,6561387359.296381
38340586.84578389,6675633.478345107,6561387359.296381
38340586.84578389,6675633.478345107,6561387359.296381
38336298.14781605,6675281.558488978,6561386966.374968
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
38336168.164859146,6675271.475677434,6561386955.1847725
50483369.02220529,6893403.779329315,6561367673.481687
38345387.75562124,6676185.046475491,6561388001.608775
38345387.75562124,6676185.046475491,6561388001.608775
38345387.75562124,6676185.046475491,6561388001.608775
38345387.75562124,6676185.046475491,6561388001.608775
38341642.247382745,6675879.840277397,6561387656.053215
38341642.247382745,6675879.840277397,6561387656.053215
38341642.247382745,6675879.840277397,6561387656.053215
38340042.640152216,6676068.398739022,6561387930.550508
38340042.640152216,6676068.398739022,6561387930.550508
38339771.84296363,6675570.424809342,6561387289.381945
